# dist  px py pz    dx dy dz
9 1 1.5367e+01  24.000 3.016 52.684  11.000 1.382 -10.641
1 3 3.1380e+00  0.000 0.000 75.900  2.450 0.482 -1.900
3 5 2.0645e+01  2.450 0.482 74.000  16.122 3.169 -12.500
5 1 2.1037e+01  18.572 3.651 61.500  16.428 3.230 -12.738
1 1 1.1049e-01  0.000 0.000 75.900  0.024 0.040 0.100
1 1 1.1063e+00  0.000 0.000 75.900  -0.690 0.859 0.100
1 1 1.7353e-01  0.000 0.000 75.900  0.057 0.130 0.100
1 3 2.4689e+00  0.000 0.000 75.900  1.449 0.620 -1.900
3 5 1.6243e+01  1.449 0.620 74.000  9.536 4.079 -12.500
5 9 1.4943e+01  10.985 4.699 61.500  8.773 3.752 -11.500
9 17 2.4257e+01  19.758 8.451 50.000  14.242 6.091 -18.668
17 1 1.7033e+00  34.000 14.542 31.332  1.000 0.428 -1.311
1 3 7.9001e+00  0.000 0.000 75.900  -4.714 -6.250 -1.061
3 5 2.3700e+01  -4.714 -6.250 74.839  -14.142 -18.750 -3.184
5 1 1.2640e+01  -18.856 -25.000 71.654  -7.542 -10.000 -1.698
1 3 2.1247e+00  0.000 0.000 75.900  -0.949 -0.058 -1.900
3 5 1.3978e+01  -0.949 -0.058 74.000  -6.244 -0.382 -12.500
5 9 1.2860e+01  -7.193 -0.440 61.500  -5.745 -0.351 -11.500
9 17 2.9634e+01  -12.938 -0.791 50.000  -13.238 -0.810 -26.500
17 65 5.5912e+00  -26.176 -1.601 23.500  -2.498 -0.153 -5.000
65 64 1.4386e+01  -28.674 -1.754 18.500  -6.426 -0.393 -12.865
1 1 1.2231e-01  0.000 0.000 75.900  -0.004 0.070 0.100
1 1 1.4572e-01  0.000 0.000 75.900  0.104 0.020 0.100
1 3 4.9248e+00  0.000 0.000 75.900  3.846 -2.419 -1.900
3 5 2.7088e+01  3.846 -2.419 74.000  21.154 -13.306 -10.451
5 1 1.2805e+01  25.000 -15.725 63.549  10.000 -6.290 -4.940
1 3 2.8695e+00  0.000 0.000 75.900  -1.916 -0.976 -1.900
3 5 1.8878e+01  -1.916 -0.976 74.000  -12.606 -6.420 -12.500
5 9 1.4193e+01  -14.522 -7.396 61.500  -9.478 -4.827 -9.398
9 1 1.6473e+01  -24.000 -12.223 52.102  -11.000 -5.602 -10.907
1 3 5.3769e+00  0.000 0.000 75.900  -4.457 -2.332 -1.900
3 5 2.4786e+01  -4.457 -2.332 74.000  -20.543 -10.752 -8.758
5 1 1.2065e+01  -25.000 -13.084 65.242  -10.000 -5.234 -4.263
1 3 2.2434e+00  0.000 0.000 75.900  0.220 1.172 -1.900
3 5 1.4759e+01  0.220 1.172 74.000  1.447 7.713 -12.500
5 9 1.3579e+01  1.667 8.886 61.500  1.331 7.096 -11.500
9 17 3.1290e+01  2.999 15.982 50.000  3.068 16.352 -26.500
17 1 5.1005e+00  6.067 32.334 23.500  0.500 2.666 -4.320
1 1 2.9470e-01  0.000 0.000 75.900  0.228 0.158 0.100
1 1 1.2255e-01  0.000 0.000 75.900  0.038 0.060 0.100
1 3 9.0617e+00  0.000 0.000 75.900  8.500 2.889 -1.232
3 5 1.7590e+01  8.500 2.889 74.668  16.500 5.608 -2.391
5 1 1.0661e+01  25.000 8.498 72.277  10.000 3.399 -1.449
1 3 3.1782e+00  0.000 0.000 75.900  2.164 1.344 -1.900
3 5 2.0909e+01  2.164 1.344 74.000  14.237 8.845 -12.500
5 9 1.1159e+01  16.401 10.189 61.500  7.599 4.721 -6.671
9 1 1.6155e+01  24.000 14.910 54.829  11.000 6.834 -9.658
1 3 8.5173e+00  0.000 0.000 75.900  8.500 -0.464 -0.280
3 1 2.6554e+01  8.500 -0.464 75.620  26.500 -1.447 -0.873
1 3 6.0843e+00  0.000 0.000 75.900  4.586 -3.519 -1.900
3 5 2.7086e+01  4.586 -3.519 74.000  20.414 -15.664 -8.459
5 1 1.3268e+01  25.000 -19.183 65.541  10.000 -7.673 -4.143
1 1 1.0284e-01  0.000 0.000 75.900  0.008 -0.023 0.100
1 3 2.6320e+00  0.000 0.000 75.900  1.647 -0.778 -1.900
3 5 1.7316e+01  1.647 -0.778 74.000  10.834 -5.120 -12.500
5 9 1.5930e+01  12.480 -5.899 61.500  9.967 -4.711 -11.500
9 17 1.8466e+01  22.447 -10.609 50.000  11.553 -5.460 -13.330
17 1 1.5983e+00  34.000 -16.070 36.670  1.000 -0.473 -1.154
1 1 2.3309e-01  0.000 0.000 75.900  0.173 0.120 0.100
1 1 2.6292e-01  0.000 0.000 75.900  -0.239 0.047 0.100
1 1 1.4586e-01  0.000 0.000 75.900  0.105 -0.018 0.100
1 1 8.1889e+00  0.000 0.000 75.900  -5.480 6.084 0.100
1 1 1.2380e-01  0.000 0.000 75.900  0.047 -0.056 0.100
1 1 1.9927e-01  0.000 0.000 75.900  -0.004 -0.172 0.100
1 1 2.3895e-01  0.000 0.000 75.900  -0.133 -0.171 0.100
1 1 1.0649e-01  0.000 0.000 75.900  -0.035 -0.009 0.100
1 1 1.0066e-01  0.000 0.000 75.900  -0.011 0.000 0.100
1 3 6.3390e+00  0.000 0.000 75.900  0.146 6.250 -1.048
3 5 1.9017e+01  0.146 6.250 74.852  0.439 18.750 -3.144
5 1 1.0142e+01  0.586 25.000 71.708  0.234 10.000 -1.677
1 3 2.8828e+00  0.000 0.000 75.900  -0.509 -2.107 -1.900
3 5 1.8965e+01  -0.509 -2.107 74.000  -3.350 -13.864 -12.500
5 9 1.0982e+01  -3.859 -15.972 61.500  -1.940 -8.028 -7.238
9 1 1.5047e+01  -5.799 -24.000 54.262  -2.658 -11.000 -9.918
1 3 1.9501e+00  0.000 0.000 75.900  -0.133 -0.419 -1.900
3 5 1.2830e+01  -0.133 -0.419 74.000  -0.875 -2.755 -12.500
5 9 1.1803e+01  -1.008 -3.173 61.500  -0.805 -2.534 -11.500
9 17 2.7199e+01  -1.813 -5.708 50.000  -1.855 -5.840 -26.500
17 97 5.1319e+00  -3.667 -11.548 23.500  -0.350 -1.102 -5.000
97 64 1.8988e+01  -4.017 -12.650 18.500  -1.295 -4.077 -18.500
1 1 1.8210e-01  0.000 0.000 75.900  -0.094 0.120 0.100
1 1 1.1186e-01  0.000 0.000 75.900  0.013 -0.048 0.100
1 1 1.8680e-01  0.000 0.000 75.900  0.002 0.158 0.100
1 1 1.2279e-01  0.000 0.000 75.900  0.020 0.068 0.100
1 1 1.7416e-01  0.000 0.000 75.900  -0.057 0.131 0.100
1 1 1.3730e-01  0.000 0.000 75.900  -0.065 -0.068 0.100
1 1 2.8062e-01  0.000 0.000 75.900  0.262 0.004 0.100
1 3 1.0352e+01  0.000 0.000 75.900  -8.050 -6.250 -1.817
3 5 2.1798e+01  -8.050 -6.250 74.083  -16.950 -13.161 -3.827
5 1 1.2860e+01  -25.000 -19.411 70.256  -10.000 -7.764 -2.258
1 1 2.4076e-01  0.000 0.000 75.900  -0.061 -0.210 0.100
1 3 9.3596e+00  0.000 0.000 75.900  -8.500 3.662 -1.393
3 5 1.8169e+01  -8.500 3.662 74.507  -16.500 7.109 -2.705
5 1 1.1011e+01  -25.000 10.771 71.802  -10.000 4.308 -1.639
1 3 6.1368e+00  0.000 0.000 75.900  3.858 4.378 -1.900
3 5 2.8907e+01  3.858 4.378 74.000  18.173 20.622 -8.950
5 1 1.4018e+01  22.031 25.000 65.050  8.812 10.000 -4.340
1 1 1.4636e-01  0.000 0.000 75.900  0.093 0.053 0.100
1 1 2.8535e-01  0.000 0.000 75.900  -0.103 0.247 0.100
1 1 2.3851e-01  0.000 0.000 75.900  0.059 0.208 0.100
1 3 2.5776e+00  0.000 0.000 75.900  -1.139 1.318 -1.900
3 5 1.6958e+01  -1.139 1.318 74.000  -7.493 8.670 -12.500
5 9 1.5601e+01  -8.632 9.988 61.500  -6.894 7.977 -11.500
9 17 3.1363e+01  -15.526 17.965 50.000  -13.859 16.035 -23.118
17 1 1.9559e+00  -29.385 34.000 26.882  -0.864 1.000 -1.442
1 3 2.8323e+00  0.000 0.000 75.900  1.174 1.742 -1.900
3 5 1.8633e+01  1.174 1.742 74.000  7.724 11.458 -12.500
5 9 1.7143e+01  8.898 13.200 61.500  7.106 10.541 -11.500
9 17 1.6683e+01  16.004 23.741 50.000  6.916 10.259 -11.192
17 1 1.6262e+00  22.920 34.000 38.808  0.674 1.000 -1.091
1 1 1.8244e-01  0.000 0.000 75.900  -0.098 0.117 0.100
1 1 4.7168e+01  0.000 0.000 75.900  -31.607 35.000 -0.885
1 1 1.0369e-01  0.000 0.000 75.900  -0.005 -0.027 0.100
1 3 2.4253e+00  0.000 0.000 75.900  0.935 -1.182 -1.900
3 5 1.5956e+01  0.935 -1.182 74.000  6.150 -7.779 -12.500
5 9 1.4679e+01  7.085 -8.961 61.500  5.658 -7.157 -11.500
9 17 3.3826e+01  12.744 -16.118 50.000  13.039 -16.491 -26.500
17 17 4.5349e-15  25.783 -32.609 23.500  0.000 -0.000 -0.000
17 1 4.9044e+00  25.783 -32.609 23.500  1.890 -2.391 -3.842
1 1 1.1114e-01  0.000 0.000 75.900  -0.003 -0.048 0.100
1 1 3.0413e-01  0.000 0.000 75.900  0.213 -0.193 0.100
1 3 3.6838e+00  0.000 0.000 75.900  2.762 1.528 -1.900
3 5 2.4236e+01  2.762 1.528 74.000  18.168 10.052 -12.500
5 1 1.8769e+01  20.930 11.580 61.500  14.070 7.785 -9.681
1 3 6.4453e+00  0.000 0.000 75.900  0.193 -6.250 -1.563
3 5 1.9336e+01  0.193 -6.250 74.337  0.578 -18.750 -4.688
5 1 1.0312e+01  0.770 -25.000 69.649  0.308 -10.000 -2.501
1 1 1.6496e-01  0.000 0.000 75.900  -0.067 0.113 0.100
1 1 1.5606e+00  0.000 0.000 75.900  1.514 -0.366 0.100
1 1 9.5635e-01  0.000 0.000 75.900  0.444 -0.841 0.100
1 3 3.0606e+00  0.000 0.000 75.900  1.813 -1.572 -1.900
3 5 2.0136e+01  1.813 -1.572 74.000  11.927 -10.341 -12.500
5 9 1.7320e+01  13.740 -11.913 61.500  10.260 -8.895 -10.752
9 17 1.6882e+01  24.000 -20.808 50.748  10.000 -8.670 -10.480
17 1 1.6882e+00  34.000 -29.478 40.268  1.000 -0.867 -1.048
1 3 5.7709e+00  0.000 0.000 75.900  5.382 -0.855 -1.900
3 5 2.1038e+01  5.382 -0.855 74.000  19.618 -3.118 -6.926
5 1 1.0723e+01  25.000 -3.974 67.074  10.000 -1.589 -3.531
1 3 7.7929e+00  0.000 0.000 75.900  7.347 1.772 -1.900
3 5 1.8724e+01  7.347 1.772 74.000  17.653 4.257 -4.565
5 1 1.0607e+01  25.000 6.028 69.435  10.000 2.411 -2.586
1 1 2.9319e-01  0.000 0.000 75.900  0.258 -0.097 0.100
1 3 2.1728e+00  0.000 0.000 75.900  1.024 -0.252 -1.900
3 5 1.4295e+01  1.024 -0.252 74.000  6.734 -1.655 -12.500
5 9 1.3151e+01  7.758 -1.907 61.500  6.195 -1.523 -11.500
9 17 3.0305e+01  13.953 -3.429 50.000  14.277 -3.509 -26.500
17 65 5.7179e+00  28.230 -6.938 23.500  2.694 -0.662 -5.000
65 64 8.8655e+00  30.923 -7.600 18.500  4.177 -1.026 -7.752
1 1 3.9370e-01  0.000 0.000 75.900  0.245 -0.291 0.100
1 1 1.2186e-01  0.000 0.000 75.900  -0.019 0.067 0.100
1 3 2.4743e+00  0.000 0.000 75.900  1.572 -0.204 -1.900
3 5 1.6279e+01  1.572 -0.204 74.000  10.342 -1.339 -12.500
5 9 1.4976e+01  11.914 -1.543 61.500  9.514 -1.232 -11.500
9 17 1.9790e+01  21.428 -2.775 50.000  12.572 -1.628 -15.196
17 1 1.5741e+00  34.000 -4.403 34.804  1.000 -0.129 -1.209
1 3 2.3324e+00  0.000 0.000 75.900  -0.240 -1.331 -1.900
3 5 1.5345e+01  -0.240 -1.331 74.000  -1.577 -8.759 -12.500
5 9 1.4117e+01  -1.816 -10.091 61.500  -1.450 -8.059 -11.500
9 17 2.7767e+01  -3.267 -18.149 50.000  -2.853 -15.851 -22.620
17 1 1.7518e+00  -6.119 -34.000 27.380  -0.180 -1.000 -1.427
1 3 6.4875e+00  0.000 0.000 75.900  -1.715 -6.250 -0.290
3 1 2.9843e+01  -1.715 -6.250 75.610  -7.889 -28.750 -1.334
1 3 2.0286e+00  0.000 0.000 75.900  -0.381 0.600 -1.900
3 5 1.3346e+01  -0.381 0.600 74.000  -2.506 3.949 -12.500
5 9 1.2278e+01  -2.887 4.549 61.500  -2.305 3.633 -11.500
9 17 2.8294e+01  -5.192 8.181 50.000  -5.312 8.371 -26.500
17 97 5.3385e+00  -10.504 16.552 23.500  -1.002 1.579 -5.000
97 64 1.9752e+01  -11.506 18.132 18.500  -3.708 5.844 -18.500
1 3 6.5189e+00  0.000 0.000 75.900  -1.332 -6.250 -1.288
3 5 1.9557e+01  -1.332 -6.250 74.612  -3.997 -18.750 -3.864
5 1 1.0430e+01  -5.329 -25.000 70.748  -2.132 -10.000 -2.061
1 1 1.1419e-01  0.000 0.000 75.900  -0.039 0.039 0.100
1 1 9.3319e-01  0.000 0.000 75.900  0.406 0.834 0.100
1 1 6.6737e-01  0.000 0.000 75.900  -0.315 -0.580 0.100
1 3 1.0434e+01  0.000 0.000 75.900  8.500 -5.927 -1.225
3 5 2.0255e+01  8.500 -5.927 74.675  16.500 -11.505 -2.378
5 1 1.2276e+01  25.000 -17.432 72.297  10.000 -6.973 -1.441
1 3 2.7700e+00  0.000 0.000 75.900  -2.014 -0.084 -1.900
3 5 1.8224e+01  -2.014 -0.084 74.000  -13.249 -0.551 -12.500
5 9 1.2017e+01  -15.263 -0.634 61.500  -8.737 -0.363 -8.243
9 1 1.5130e+01  -24.000 -0.998 53.257  -11.000 -0.457 -10.378
1 3 3.1016e+00  0.000 0.000 75.900  2.195 -1.092 -1.900
3 5 2.0405e+01  2.195 -1.092 74.000  14.440 -7.183 -12.500
5 1 2.5951e+01  16.635 -8.275 61.500  18.365 -9.135 -15.897
1 3 1.9315e+00  0.000 0.000 75.900  0.240 -0.252 -1.900
3 5 1.2707e+01  0.240 -0.252 74.000  1.577 -1.655 -12.500
5 9 1.1691e+01  1.817 -1.906 61.500  1.451 -1.523 -11.500
9 17 2.6939e+01  3.267 -3.429 50.000  3.343 -3.508 -26.500
17 97 5.0829e+00  6.611 -6.937 23.500  0.631 -0.662 -5.000
97 64 1.8807e+01  7.241 -7.599 18.500  2.334 -2.449 -18.500
1 1 4.9336e-01  0.000 0.000 75.900  0.097 -0.473 0.100
1 1 1.3565e+00  0.000 0.000 75.900  -0.451 -1.276 0.100
1 3 5.9305e+00  0.000 0.000 75.900  5.618 -0.019 -1.900
3 5 2.0461e+01  5.618 -0.019 74.000  19.382 -0.064 -6.555
5 1 1.0556e+01  25.000 -0.083 67.445  10.000 -0.033 -3.382
1 3 6.1537e+00  0.000 0.000 75.900  -5.307 2.468 -1.900
3 5 2.2835e+01  -5.307 2.468 74.000  -19.693 9.160 -7.050
5 1 1.1595e+01  -25.000 11.628 66.950  -10.000 4.651 -3.580
1 3 6.4841e+00  0.000 0.000 75.900  1.072 6.250 -1.354
3 5 1.9452e+01  1.072 6.250 74.546  3.216 18.750 -4.061
5 1 1.0375e+01  4.288 25.000 70.485  1.715 10.000 -2.166
1 3 3.1522e+00  0.000 0.000 75.900  -0.119 2.512 -1.900
3 5 2.0738e+01  -0.119 2.512 74.000  -0.784 16.529 -12.500
5 1 2.0022e+01  -0.903 19.042 61.500  -0.757 15.958 -12.068
1 1 1.2423e-01  0.000 0.000 75.900  -0.073 0.012 0.100
1 3 4.5725e+00  0.000 0.000 75.900  -0.605 -4.115 -1.900
3 5 2.3208e+01  -0.605 -4.115 74.000  -3.071 -20.885 -9.644
5 1 1.1112e+01  -3.677 -25.000 64.356  -1.471 -10.000 -4.618
1 3 3.2945e+00  0.000 0.000 75.900  2.569 0.803 -1.900
3 5 2.1675e+01  2.569 0.803 74.000  16.901 5.280 -12.500
5 1 1.9915e+01  19.471 6.083 61.500  15.529 4.851 -11.485
1 1 3.3862e-01  0.000 0.000 75.900  0.319 -0.055 0.100
1 1 2.4681e-01  0.000 0.000 75.900  -0.054 0.219 0.100
1 1 1.1295e-01  0.000 0.000 75.900  0.012 0.051 0.100
1 3 8.7089e+00  0.000 0.000 75.900  8.500 0.302 -1.872
3 5 1.6905e+01  8.500 0.302 74.028  16.500 0.586 -3.633
5 1 1.0246e+01  25.000 0.888 70.395  10.000 0.355 -2.202
1 1 2.9513e+00  0.000 0.000 75.900  2.931 -0.328 0.100
1 3 6.1327e+00  0.000 0.000 75.900  -3.290 -4.814 -1.900
3 5 2.5713e+01  -3.290 -4.814 74.000  -13.793 -20.186 -7.966
5 1 1.2738e+01  -17.082 -25.000 66.034  -6.833 -10.000 -3.947
1 3 5.2853e+00  0.000 0.000 75.900  -4.575 1.841 -1.900
3 5 2.3593e+01  -4.575 1.841 74.000  -20.425 8.219 -8.482
5 1 1.1551e+01  -25.000 10.060 65.518  -10.000 4.024 -4.153
1 3 2.3070e+00  0.000 0.000 75.900  1.217 -0.481 -1.900
3 5 1.5178e+01  1.217 -0.481 74.000  8.006 -3.166 -12.500
5 9 1.3964e+01  9.223 -3.647 61.500  7.365 -2.913 -11.500
9 17 3.2177e+01  16.588 -6.560 50.000  16.973 -6.712 -26.500
17 1 2.7284e+00  33.561 -13.271 23.500  1.439 -0.569 -2.247
1 1 3.5868e-01  0.000 0.000 75.900  -0.344 0.004 0.100
1 3 3.3937e+00  0.000 0.000 75.900  -1.327 -2.479 -1.900
3 5 2.2327e+01  -1.327 -2.479 74.000  -8.733 -16.309 -12.500
5 1 2.2194e+01  -10.060 -18.788 61.500  -8.681 -16.212 -12.426
1 3 3.4511e+00  0.000 0.000 75.900  -0.389 -2.855 -1.900
3 5 2.2704e+01  -0.389 -2.855 74.000  -2.559 -18.780 -12.500
5 1 1.6158e+01  -2.948 -21.635 61.500  -1.821 -13.365 -8.896
1 1 2.6543e-01  0.000 0.000 75.900  0.117 -0.216 0.100
1 3 9.0129e+00  0.000 0.000 75.900  6.442 -6.250 -0.816
1 5 2.5962e+01  6.442 -6.250 75.084  18.558 -18.003 -2.350
5 1 1.3990e+01  25.000 -24.253 72.734  10.000 -9.701 -1.267
1 3 2.1999e+00  0.000 0.000 75.900  1.107 0.059 -1.900
3 5 1.4473e+01  1.107 0.059 74.000  7.284 0.390 -12.500
5 9 1.3315e+01  8.392 0.449 61.500  6.702 0.359 -11.500
9 17 3.0683e+01  15.093 0.808 50.000  15.443 0.827 -26.500
17 65 5.7892e+00  30.536 1.635 23.500  2.914 0.156 -5.000
65 64 3.2780e+00  33.450 1.791 18.500  1.650 0.088 -2.831
1 1 1.0512e-01  0.000 0.000 75.900  0.000 0.032 0.100
1 1 1.8989e-01  0.000 0.000 75.900  -0.062 -0.149 0.100
1 1 1.9058e-01  0.000 0.000 75.900  -0.156 0.046 0.100
1 3 1.9892e+00  0.000 0.000 75.900  -0.587 0.047 -1.900
3 5 1.3087e+01  -0.587 0.047 74.000  -3.862 0.312 -12.500
5 9 1.2040e+01  -4.449 0.359 61.500  -3.553 0.287 -11.500
9 17 2.7744e+01  -8.002 0.646 50.000  -8.188 0.660 -26.500
17 97 5.2347e+00  -16.190 1.306 23.500  -1.545 0.125 -5.000
97 64 1.9368e+01  -17.735 1.431 18.500  -5.716 0.461 -18.500
1 3 9.7517e+00  0.000 0.000 75.900  -8.500 -4.606 -1.277
3 5 1.8930e+01  -8.500 -4.606 74.623  -16.500 -8.941 -2.478
5 1 1.1473e+01  -25.000 -13.547 72.145  -10.000 -5.419 -1.502
1 3 2.5288e+00  0.000 0.000 75.900  -1.638 -0.322 -1.900
3 5 1.6637e+01  -1.638 -0.322 74.000  -10.773 -2.115 -12.500
5 9 1.5306e+01  -12.411 -2.437 61.500  -9.911 -1.946 -11.500
9 17 1.8034e+01  -22.322 -4.383 50.000  -11.678 -2.293 -13.549
17 1 1.5443e+00  -34.000 -6.676 36.451  -1.000 -0.196 -1.160
1 3 3.5730e+00  0.000 0.000 75.900  1.308 2.729 -1.900
3 5 2.3507e+01  1.308 2.729 74.000  8.602 17.953 -12.500
5 1 1.8747e+01  9.909 20.682 61.500  6.860 14.318 -9.969
1 1 1.1853e-01  0.000 0.000 75.900  -0.044 -0.046 0.100
